conversation_id,total_mensajes,motivos_no_pago,ofertas_asesor,argumentos_asesor,acuerdo_pago,fecha_compromiso,csat_declarado,score_satisfaccion,tono_cliente,tono_asesor,requiere_escalamiento,resumen_conversacion,modelo_llm
CONV_00001149,39,"['falta_liquidez', 'disputa_saldo_o_cobro']",[],['evitar_reporte'],0,,,0,colaborativo,neutral,True,Cliente contacta para normalizar deuda pero manifiesta falta de liquidez por robo virtual y desconocimiento de la tarjeta a cobrar. Solicita facilidades de pago que el asesor niega debido a incumplimientos previos. La conversación termina sin acuerdo y con el cliente sin saber cómo proceder con el pago.,ollama/gemma4:31b-cloud
CONV_00001150,62,"['desempleo', 'disputa_saldo_o_cobro']",[],[],0,,,0,indignado,neutral,True,"Cliente contacta para validar su caso tras haber renunciado a su empleo anterior. Manifiesta inconformidad por la gestión de desvinculación del convenio de libranza y niega haber estado en mora. Aunque expresa intención de pagar electrónicamente, no concreta una fecha específica y finaliza la charla criticando el servicio al cliente.",ollama/gemma4:31b-cloud
CONV_00001151,40,['falta_liquidez'],[],[],0,,,10,colaborativo,ineficaz,False,Cliente contacta para solicitar reajuste de cuotas debido a problemas económicos en su negocio independiente. El asesor no llega a concretar una oferta y la sesión termina por tiempos de espera prolongados. El cliente manifiesta insatisfacción final al no recibir la respuesta deseada.,ollama/gemma4:31b-cloud
CONV_00001152,35,['pago_ya_realizado'],[],[],0,,,60,colaborativo,neutral,True,"El cliente indica que ya realizó el pago el día sábado. Proporciona el soporte de pago mediante una imagen, el cual es validado por el asesor. La conversación finaliza con el cliente solicitando un certificado de costos.",ollama/gemma4:31b-cloud
CONV_00001153,28,['consulta_o_tramite'],['extension_plazo'],"['evitar_reporte', 'evitar_gastos']",1,hoy,,100,colaborativo,neutral,False,"El cliente solicita información sobre su deuda y manifiesta desconocer un saldo pendiente en la cuota 070. Tras la aclaración del asesor, el cliente acepta realizar el pago el día de hoy. Se establece un compromiso de pago exitoso.",ollama/gemma4:31b-cloud
CONV_00001154,23,['consulta_o_tramite'],[],[],1,HOY,,100,colaborativo,neutral,False,"El cliente contacta para consultar el saldo pendiente de dos tarjetas de crédito. Tras recibir la información, manifiesta su intención de pago inmediata. El resultado es un compromiso de pago para el día de hoy vía PSE.",ollama/gemma4:31b-cloud
CONV_00001155,32,['pago_ya_realizado'],[],[],0,,7.0,100,frustrado,neutral,True,"El cliente contacta indignado alegando que ya realizó los pagos y envía comprobantes. El asesor aclara que un pago fue dirigido a otra entidad y que persiste una mora en el crédito de vehículo; el cliente acepta revisar y dice que pagará hoy, pero no define fecha/hora exacta.",ollama/gemma4:31b-cloud
CONV_00001156,44,['consulta_o_tramite'],[],[],1,mañana,,30,frustrado,neutral,True,"El cliente solicita información sobre sus créditos y manifiesta inconformidad por la falta de confirmación de cuotas y el cobro de múltiples seguros no autorizados. Tras aclarar las dudas sobre los seguros y las fechas de pago, el cliente se compromete a pagar la tarjeta mañana y los demás créditos en sus fechas.",ollama/gemma4:31b-cloud
CONV_00001157,42,['falta_liquidez'],[],['evitar_gastos'],1,10 de agosto,,90,colaborativo,neutral,False,"Cliente contacta para validar su caso de mora en crédito de vehículo y leasing. Manifiesta falta de liquidez temporal por cuentas de cobro pendientes, pero se compromete a pagar el 10 de agosto. La conversación finaliza con el asesor solicitando contacto telefónico para definir alternativas de normalización.",ollama/gemma4:31b-cloud
CONV_00001158,43,['consulta_o_tramite'],[],['evitar_gastos'],1,viernes 31/07,,20,indignado,neutral,False,"El cliente contacta para validar sus saldos pendientes y expresa fuerte molestia por la frecuencia de las llamadas de cobro. Establece un compromiso de pago para el crédito 2493 el viernes 31/07, pero se niega a dar fecha para las otras obligaciones y finaliza la sesión abruptamente.",ollama/gemma4:31b-cloud
CONV_00001159,37,['pago_ya_realizado'],[],[],1,jueves,,70,colaborativo,neutral,True,"El cliente contacta para validar su caso alegando que ya realizó el pago. El asesor aclara que el monto se aplicó a impuestos prediales y no a la cuota, resultando en un saldo pendiente. El cliente acepta pagar el monto restante el día jueves vía PSE.",ollama/gemma4:31b-cloud
CONV_00001160,22,['pago_ya_realizado'],[],[],0,,,60,colaborativo,neutral,True,El cliente contacta al asesor para informar que ya realizó el pago de la cuota más vencida y adjunta el soporte correspondiente. El asesor registra la información en el portafolio y sugiere contactar a final de semana para validar el estado de la negociación.,ollama/gemma4:31b-cloud
CONV_00001161,21,['falta_liquidez'],"['refinanciacion', 'extension_plazo']",['empatia_y_apoyo'],0,,,40,frustrado,empatico,False,"Cliente contacta para solicitar una reprogramación de pagos debido a que sus ingresos como pensionada son insuficientes. El asesor intenta indagar la capacidad de pago mensual, pero la sesión finaliza por desconexión del cliente sin llegar a un acuerdo.",ollama/gemma4:31b-cloud
CONV_00001162,57,"['falta_liquidez', 'emergencia_familiar']",['refinanciacion'],['evitar_gastos'],1,30,3.0,33,indignado,neutral,True,"El cliente reclama que las condiciones de normalización aprobadas cambiaron al exigirle un pago inmediato de 150,000 no pactado inicialmente. Tras expresar su frustración por la falta de seriedad del banco, accede a pagar el día 30 debido al cierre financiero. El cliente finaliza con calificaciones muy bajas de satisfacción.",ollama/gemma4:31b-cloud
CONV_00001163,36,"['pago_ya_realizado', 'disputa_saldo_o_cobro']",['derivacion_reclamos'],[],0,,,0,frustrado,ineficaz,True,El cliente manifiesta estar al día y disputa un cargo no reconocido que generó la mora. El asesor no resuelve la duda sobre el cobro y se limita a solicitar datos personales que el cliente considera inseguros. La conversación finaliza con la derivación del cliente a la línea telefónica sin solución inmediata.,ollama/gemma4:31b-cloud
CONV_00001164,25,"['pago_ya_realizado', 'disputa_saldo_o_cobro']",[],[],0,,,10,neutral,ineficaz,True,El cliente afirma haber realizado ya el pago y cuestiona cargos adicionales en su saldo. El asesor no resuelve la duda sobre los conceptos cobrados y deriva al cliente a líneas telefónicas de servicio al cliente.,ollama/gemma4:31b-cloud
CONV_00001165,39,['consulta_o_tramite'],['refinanciacion'],['beneficio_inmediato'],0,,,90,colaborativo,neutral,False,El cliente contacta para consultar opciones de renegociación de sus tarjetas de crédito. El asesor ofrece una consolidación de deuda en un préstamo personal a 60 meses. El cliente acepta la oferta y la solicitud queda radicada para respuesta en 5-8 días.,ollama/gemma4:31b-cloud
CONV_00001166,53,['consulta_o_tramite'],[],[],1,30/07,6.0,83,colaborativo,ineficaz,True,"Cliente contactado para cobro de TC; manifiesta que se retrasa porque recibe su salario los días 30 y solicita cambio de fecha de corte. El asesor cometió errores en la información del saldo y producto, pero finalmente se pactó el pago para el día 30.",ollama/gemma4:31b-cloud
CONV_00001167,63,['falta_liquidez'],['refinanciacion'],['beneficio_inmediato'],0,,7.0,100,colaborativo,neutral,False,"Cliente con crédito de vehículo en mora manifiesta falta de liquidez temporal. El asesor ofrece el traslado de capital e intereses (reestructuración), la cual es aceptada por el cliente tras validar sus datos financieros. La solicitud quedó sujeta a comité con un tiempo de respuesta de 4 días.",ollama/gemma4:31b-cloud
CONV_00001168,23,['falta_liquidez'],[],[],1,jueves 30,,100,colaborativo,neutral,False,"El cliente es contactado por mora en tarjeta de crédito. Manifiesta falta de liquidez inmediata por espera de pago de facturas, pero acuerda pagar el jueves 30 en oficina del banco.",ollama/gemma4:31b-cloud
CONV_00001169,29,['falta_liquidez'],[],[],1,mañana 28,,100,colaborativo,neutral,False,"Cliente contacta para regularizar deuda de tarjeta de crédito. Manifiesta que el pago depende de recibir sus propios fondos, pero acepta el compromiso. Resultado: Acuerdo de pago pactado para el día 28 vía PSE.",ollama/gemma4:31b-cloud
CONV_00001170,35,['desconexion_o_rebote'],[],[],1,viernes 31,,90,colaborativo,neutral,False,El cliente contacta al banco para regularizar su crédito de vehículo. Manifiesta su intención de pago para el viernes 31 a través de la página web (PSE). El asesor registra la observación pero indica que no puede generar un compromiso formal en el sistema.,ollama/gemma4:31b-cloud
CONV_00001171,68,"['falta_liquidez', 'desempleo']","['extension_plazo', 'refinanciacion']",['evitar_reporte'],0,,,80,colaborativo,neutral,False,"Cliente con mora de 22 días manifiesta que la cuota es muy alta y se encuentra desempleado. El asesor ofrece una reestructuración trasladando cuotas al final del crédito, la cual es aceptada por el cliente. La solicitud queda sujeta a aprobación de comité.",ollama/gemma4:31b-cloud
CONV_00001172,28,['desconexion_o_rebote'],[],[],1,28,,100,colaborativo,neutral,False,El cliente contacta al banco interesado en regularizar su deuda de préstamo personal. No manifiesta objeciones ni motivos de impago específicos. El resultado es un compromiso de pago para el día 28 vía PSE.,ollama/gemma4:31b-cloud
CONV_00001173,23,['desconexion_o_rebote'],[],[],0,,0.0,0,indignado,empatico,True,El cliente contacta al banco pero manifiesta indignación por la insistencia de las llamadas de cobro. El asesor valida que la cuenta está al día y ofrece disculpas. El cliente finaliza con calificaciones mínimas de satisfacción.,ollama/gemma4:31b-cloud
CONV_00001174,54,['disputa_saldo_o_cobro'],[],"['evitar_reporte', 'evitar_gastos']",0,,,0,frustrado,neutral,True,"El cliente cuestiona un cobro adicional en su crédito hipotecario que no reconoce como solicitado. El asesor explica que es un saldo diferido, pero el cliente disputa la aplicación de un pago previo realizado en junio. La conversación finaliza con la recomendación de escalar el caso a servicio al cliente.",ollama/gemma4:31b-cloud
CONV_00001175,27,['desconexion_o_rebote'],[],[],1,sábado,,80,colaborativo,neutral,False,El cliente responde a la gestión de cobranza y valida sus datos personales. Expresa su intención de pagar la mora el próximo sábado. La conversación finaliza abruptamente por desconexión del sistema o del usuario.,ollama/gemma4:31b-cloud
CONV_00001176,21,['consulta_o_tramite'],[],[],0,,,10,neutral,neutral,True,El cliente contacta para validar el motivo de los mensajes de cobro recibidos. El asesor verifica que el portafolio está al día y le indica que ignore las comunicaciones. Se identifica un cobro erróneo ya que el cliente no presenta deuda.,ollama/gemma4:31b-cloud
CONV_00001177,32,['disputa_saldo_o_cobro'],['derivacion_reclamos'],[],0,,,0,frustrado,neutral,True,El cliente manifiesta que no posee productos con el banco y solicita ser eliminado de la base de datos. El asesor confirma que no hay registros asociados al cliente y lo deriva a la línea de atención al cliente para gestionar la baja de sus datos.,ollama/gemma4:31b-cloud
CONV_00001178,27,['desempleo'],[],[],1,5 de agosto,7.0,100,colaborativo,neutral,True,"El cliente contacta para solicitar paciencia en sus pagos debido a desempleo. El asesor informa que la obligación está al día, lo que genera una duda en el cliente sobre por qué lo contactan. El cliente finaliza comprometiéndose a pagar la cuota el 5 de agosto.",ollama/gemma4:31b-cloud
CONV_00001179,37,['consulta_o_tramite'],[],[],0,,,10,frustrado,neutral,True,Cliente reporta que no se están realizando los descuentos de nómina de su crédito libranza. El asesor indica que el cliente debe gestionar la novedad con la pagaduría de su empresa. La conversación termina sin resolución y con el cliente cuestionando la responsabilidad del banco.,ollama/gemma4:31b-cloud
CONV_00001180,33,['falta_liquidez'],[],['empatia_y_apoyo'],0,,,70,colaborativo,neutral,False,"Cliente reconoce mora de tres cuotas en crédito personal debido a falta de liquidez por pagos pendientes de sus servicios profesionales. El asesor intenta validar ingresos y solicita un pago inmediato, pero la conversación finaliza abruptamente sin compromiso de fecha. Resultado: sin acuerdo de pago.",ollama/gemma4:31b-cloud
CONV_00001181,26,['consulta_o_tramite'],['extension_plazo'],[],1,jueves 30,,80,colaborativo,neutral,False,"Cliente contacta para solicitar el diferimiento de su obligación de tarjeta de crédito. Tras una negociación de fecha, el cliente acepta realizar el pago el jueves 30 vía corresponsal bancario. La sesión finaliza abruptamente por el bot antes de cerrar el registro completo.",ollama/gemma4:31b-cloud
CONV_00001182,34,['falta_liquidez'],[],"['evitar_reporte', 'evitar_gastos']",1,mediados de agosto,,90,colaborativo,neutral,False,Cliente con mora baja en tarjeta de crédito manifiesta falta de liquidez por un pago no recibido. Propone normalizar la deuda a mediados de agosto. El asesor registra la situación y advierte sobre intereses y reportes.,ollama/gemma4:31b-cloud
CONV_00001183,23,"['disputa_saldo_o_cobro', 'falta_liquidez']",[],[],0,,,10,frustrado,neutral,True,Cliente contacta para normalizar cartera pero manifiesta inconformidad por el monto elevado de su última cuota. Solicita refinanciación y aclaración del saldo. El asesor finaliza la interacción derivando a una llamada telefónica sin resolver la duda en el chat.,ollama/gemma4:31b-cloud
